"nombre_archivo","url_descarga","fecha_cargue"
"validacionTroncal20260217.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260217.zip","2026-02-18"
"validacionTroncal20260216.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260216.zip","2026-02-17"
"validacionTroncal20260215.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260215.zip","2026-02-16"
"validacionTroncal20260214.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260214.zip","2026-02-15"
"validacionTroncal20260213.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260213.zip","2026-02-14"
"validacionTroncal20260212.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260212.zip","2026-02-13"
"validacionTroncal20260211.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260211.zip","2026-02-12"
"validacionTroncal20260210.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260210.zip","2026-02-11"
"validacionTroncal20260209.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260209.zip","2026-02-10"
"validacionTroncal20260208.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260208.zip","2026-02-09"
"validacionTroncal20260207.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260207.zip","2026-02-08"
"validacionTroncal20260206.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260206.zip","2026-02-07"
"validacionTroncal20260205.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260205.zip","2026-02-06"
"validacionTroncal20260204.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260204.zip","2026-02-05"
"validacionTroncal20260203.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260203.zip","2026-02-04"
"validacionTroncal20260202.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260202.zip","2026-02-03"
"validacionTroncal20260201.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260201.zip","2026-02-02"
"validacionTroncal20260131.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260131.zip","2026-02-01"
"validacionTroncal20260130.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260130.zip","2026-01-31"
"validacionTroncal20260129.zip","https://storage.googleapis.com/validaciones_tmsa/ValidacionTroncal/validacionTroncal20260129.zip","2026-01-30"
